,날짜,종가,등락률,외인순매수,기관순매수,개인순매수
3022,2010-01-25,842000.0,2.06,114664,-34398,-67181
3023,2010-01-22,825000.0,-2.94,-79382,-414,73722
3024,2010-01-21,850000.0,1.92,138794,-52968,-65908
3025,2010-01-20,834000.0,1.34,77583,-65233,-5930
3026,2010-01-19,823000.0,-2.37,-1928,-39602,46585
3027,2010-01-18,843000.0,0.12,50777,-16785,-16431
3028,2010-01-15,842000.0,1.81,176945,-44657,-89107
3029,2010-01-14,827000.0,3.76,32604,53455,-79909
3030,2010-01-13,797000.0,-1.48,-19246,-9917,26854
3031,2010-01-12,809000.0,1.51,71636,-45703,-6577
3032,2010-01-11,797000.0,-2.92,-12184,-33220,46795
3033,2010-01-08,821000.0,0.98,36421,-40915,12920
3034,2010-01-07,813000.0,-3.33,6877,-20992,10942
3035,2010-01-06,841000.0,2.31,151151,-32902,-90438
3036,2010-01-05,822000.0,1.61,132273,-19740,-96259
3037,2010-01-04,809000.0,1.25,-16850,31558,-25302
3038,2009-12-30,799000.0,1.65,36209,1073,-34031
3039,2009-12-29,786000.0,-0.13,19139,-29835,12473
3040,2009-12-28,787000.0,-0.38,64038,-34301,-2758
3041,2009-12-24,790000.0,0.77,23593,49284,-54491
3042,2009-12-23,784000.0,0.38,50878,2571,-32064
3043,2009-12-22,781000.0,1.3,85609,1439,-47378
3044,2009-12-21,771000.0,-0.26,15434,13840,-16398
3045,2009-12-18,773000.0,1.05,-21809,30028,-17991
3046,2009-12-17,765000.0,-1.92,-23143,-20625,37676
3047,2009-12-16,780000.0,0.39,14357,-3901,-15133
3048,2009-12-15,777000.0,-0.26,5215,-30321,29547
3049,2009-12-14,779000.0,-0.76,-27059,-13090,36316
3050,2009-12-11,785000.0,-0.38,14490,40774,-44671
3051,2009-12-10,788000.0,1.29,35959,20070,-45646
3052,2009-12-09,778000.0,0.78,-8383,43799,-34485
3053,2009-12-08,772000.0,0.13,27039,10024,-23863
3054,2009-12-07,771000.0,1.18,89126,41230,-94719
3055,2009-12-04,762000.0,0.4,28202,48881,-63273
3056,2009-12-03,759000.0,1.61,56075,41257,-79588
3057,2009-12-02,747000.0,1.36,89922,-24503,-30886
3058,2009-12-01,737000.0,2.36,-15425,16799,-4190
3059,2009-11-30,720000.0,1.12,-11292,-43154,40670
3060,2009-11-27,712000.0,-4.17,-61651,-13480,59242
3061,2009-11-26,743000.0,-0.8,72736,-35405,-18316
3062,2009-11-25,749000.0,0.94,-15112,17266,-6057
3063,2009-11-24,742000.0,-2.24,-17063,-40475,52903
3064,2009-11-23,759000.0,0.53,67489,-23228,-8760
3065,2009-11-20,755000.0,-0.53,2782,-474,-3532
3066,2009-11-19,759000.0,1.2,174588,-40996,-87502
3067,2009-11-18,750000.0,3.02,141455,18507,-118993
3068,2009-11-17,728000.0,-0.68,101298,-46671,-27561
3069,2009-11-16,733000.0,2.66,104786,-30603,-40153
3070,2009-11-13,714000.0,-0.83,-77308,5907,47673
3071,2009-11-12,720000.0,-2.04,10480,-33029,24140
3072,2009-11-11,735000.0,1.1,13270,5256,-14443
3073,2009-11-10,727000.0,0.41,62978,-19004,-26739
3074,2009-11-09,724000.0,0.28,-4595,22916,-16007
3075,2009-11-06,722000.0,1.4,-21236,-12799,13963
3076,2009-11-05,712000.0,-2.86,-51698,-49751,80378
3077,2009-11-04,733000.0,0.55,41581,-40496,9171
3078,2009-11-03,729000.0,1.53,123110,-71798,-16500
3079,2009-11-02,718000.0,-0.69,8376,-9560,-2189
3080,2009-10-30,723000.0,0.7,26044,-56726,21350
3081,2009-10-29,718000.0,-0.28,-152317,-11364,95034
3082,2009-10-28,720000.0,-2.96,-156319,-6622,113784
3083,2009-10-27,742000.0,-1.46,-4236,-21966,29121
3084,2009-10-26,753000.0,1.07,-50248,50810,-40244
3085,2009-10-23,745000.0,2.62,21239,-2968,-23291
3086,2009-10-22,726000.0,-1.22,-3836,-46558,45840
3087,2009-10-21,735000.0,-2.26,18242,-66246,61876
3088,2009-10-20,752000.0,0.13,36376,-26897,1518
3089,2009-10-19,751000.0,0.67,12955,-26144,21371
3090,2009-10-16,746000.0,-3.74,41447,-73574,50470
3091,2009-10-15,775000.0,0.78,77316,-50559,-11475
3092,2009-10-14,769000.0,1.59,60186,-22102,-20376
3093,2009-10-13,757000.0,1.07,45787,-3179,-38112
3094,2009-10-12,749000.0,-0.79,-71016,32166,21562
3095,2009-10-09,755000.0,4.86,17042,10668,-33729
3096,2009-10-08,720000.0,-0.28,-264300,30416,146946
3097,2009-10-07,722000.0,-3.09,-88194,4227,65261
3098,2009-10-06,745000.0,-0.27,-4225,-34487,44717
3099,2009-10-05,747000.0,-5.68,-327900,70333,172252
3100,2009-10-01,792000.0,-2.82,-36402,25920,16909
3101,2009-09-30,815000.0,0.37,23197,74905,-90867
3102,2009-09-29,812000.0,2.01,-53149,73197,-44797
3103,2009-09-28,796000.0,0.13,36935,-19789,9536
3104,2009-09-25,795000.0,-1.0,-45606,-20296,61356
3105,2009-09-24,803000.0,-2.07,-74113,29319,30759
3106,2009-09-23,820000.0,-0.61,-35416,6522,20220
3107,2009-09-22,825000.0,3.38,76482,-58799,-23886
3108,2009-09-21,798000.0,-0.99,80649,-25624,9883
3109,2009-09-18,806000.0,-0.49,305407,-181821,-37930
3110,2009-09-17,810000.0,1.89,178283,-20139,-88001
3111,2009-09-16,795000.0,3.38,126742,23725,-134070
3112,2009-09-15,769000.0,0.65,77625,-69347,32219
3113,2009-09-14,764000.0,-3.66,35848,-71425,86386
3114,2009-09-11,793000.0,0.25,77465,-47173,-14771
3115,2009-09-10,791000.0,1.28,45568,18538,-52497
3116,2009-09-09,781000.0,0.0,44303,-31827,-11689
3117,2009-09-08,781000.0,1.03,-59934,40389,-11250
3118,2009-09-07,773000.0,0.78,-47142,29907,-861
3119,2009-09-04,767000.0,-1.03,-84361,21805,28486
3120,2009-09-03,775000.0,-1.15,-12571,13463,1359
3121,2009-09-02,784000.0,-1.88,-165957,83500,44295
3122,2009-09-01,799000.0,3.63,-32648,73091,-58941
3123,2009-08-31,771000.0,0.92,18492,-11610,-593
3124,2009-08-28,764000.0,-0.39,-10566,-981,3724
3125,2009-08-27,767000.0,-1.29,15867,-23769,14851
3126,2009-08-26,777000.0,0.26,14361,-1287,-5915
3127,2009-08-25,775000.0,-1.02,8569,-27897,16861
3128,2009-08-24,783000.0,3.43,58247,-871,-29973
3129,2009-08-21,757000.0,2.3,144914,-77721,-40477
3130,2009-08-20,740000.0,0.27,-58267,73651,-16691
3131,2009-08-19,738000.0,1.1,-54735,15784,15380
3132,2009-08-18,730000.0,2.38,-14946,81942,-82681
3133,2009-08-17,713000.0,-2.46,-5238,-33923,32534
3134,2009-08-14,731000.0,4.13,36131,54137,-99463
3135,2009-08-13,702000.0,1.3,-50469,-46089,16204
3136,2009-08-12,693000.0,-1.7,-56056,1993,29022
3137,2009-08-11,705000.0,-0.7,-46473,31855,-4078
3138,2009-08-10,710000.0,-0.84,52371,-54745,19104
3139,2009-08-07,716000.0,0.14,-17488,-472,14605
3140,2009-08-06,715000.0,-2.46,-87649,49193,11433
3141,2009-08-05,733000.0,1.1,66745,15663,-74696
3142,2009-08-04,725000.0,1.4,138431,2827,-109427
3143,2009-08-03,715000.0,-1.24,115815,-46548,-32414
3144,2009-07-31,724000.0,1.4,79537,-574,-82491
3145,2009-07-30,714000.0,2.44,96152,-18367,-53905
3146,2009-07-29,697000.0,-0.43,-28266,31646,-18232
3147,2009-07-28,700000.0,0.14,58372,-15116,-27396
3148,2009-07-27,699000.0,2.34,17364,44578,-64658
3149,2009-07-24,683000.0,0.74,117158,-46078,-17819
3150,2009-07-23,678000.0,-1.45,50279,-7572,-17550
3151,2009-07-22,688000.0,-0.58,18327,-12338,-3719
3152,2009-07-21,692000.0,0.29,92435,-24418,-36932
3153,2009-07-20,690000.0,2.99,110051,27834,-100742
3154,2009-07-17,670000.0,-0.59,52922,12342,-59236
3155,2009-07-16,674000.0,1.2,146912,-15056,-87454
3156,2009-07-15,666000.0,5.05,342082,-55439,-157040
3157,2009-07-14,634000.0,2.26,73766,-30194,-14210
3158,2009-07-13,620000.0,-3.88,-118609,37210,26567
3159,2009-07-10,645000.0,-0.77,48131,-1586,-26133
3160,2009-07-09,650000.0,-0.76,152874,-43967,-50916
3161,2009-07-08,655000.0,0.77,70900,414,-63240
3162,2009-07-07,650000.0,2.52,204562,-25490,-119530
3163,2009-07-06,634000.0,5.49,147220,72449,-189285
3164,2009-07-03,601000.0,-0.17,-61661,38202,-4497
3165,2009-07-02,602000.0,-0.17,84825,-53830,-4295
3166,2009-07-01,603000.0,1.86,15570,30580,-46972
3167,2009-06-30,592000.0,-1.0,30230,22507,-44880
3168,2009-06-29,598000.0,0.34,-50404,54239,-45800
3169,2009-06-26,596000.0,1.36,66944,85232,-132276
3170,2009-06-25,588000.0,1.38,98299,44881,-108429
3171,2009-06-24,580000.0,0.87,32092,-1021,-23020
3172,2009-06-23,575000.0,0.0,40577,4290,-23421
3173,2009-06-22,575000.0,2.31,-117194,97623,-33951
3174,2009-06-19,562000.0,-0.53,-14754,-21633,33109
3175,2009-06-18,565000.0,-1.74,-17109,-17324,25985
3176,2009-06-17,575000.0,1.77,113962,-44316,-20211
3177,2009-06-16,565000.0,-2.42,-96315,-4050,57178
3178,2009-06-15,579000.0,-0.86,57248,-58659,26932
3179,2009-06-12,584000.0,-0.17,96724,-39352,-6894
3180,2009-06-11,585000.0,-0.34,176092,-29024,-82752
3181,2009-06-10,587000.0,3.89,119459,73553,-154258
3182,2009-06-09,565000.0,-1.74,72990,20821,-61436
3183,2009-06-08,575000.0,1.05,98445,-10048,-48042
3184,2009-06-05,569000.0,2.52,119926,20025,-85640
3185,2009-06-04,555000.0,0.54,12776,47123,-52628
3186,2009-06-03,552000.0,-0.72,-1371,-11592,18352
3187,2009-06-02,556000.0,-0.36,192095,-74910,-29328
3188,2009-06-01,558000.0,0.0,154705,-88325,12307
3189,2009-05-29,558000.0,-0.18,157836,-77900,-11976
3190,2009-05-28,559000.0,4.49,54950,35977,-65378
3191,2009-05-27,535000.0,-0.56,105115,-80239,24491
3192,2009-05-26,538000.0,-1.28,85494,-93084,44757
3193,2009-05-25,545000.0,-0.91,25605,-90998,74536
3194,2009-05-22,550000.0,-2.31,-8667,-70833,74014
3195,2009-05-21,563000.0,-2.26,-26659,-15539,31256
3196,2009-05-20,576000.0,1.05,225721,-76558,-50998
3197,2009-05-19,570000.0,2.52,120569,-26985,-39508
3198,2009-05-18,556000.0,0.18,47600,-48119,26293
3199,2009-05-15,555000.0,0.54,648759,-43011,10136
3200,2009-05-14,552000.0,-1.43,53559,-93036,71082
3201,2009-05-13,560000.0,-0.18,-22344,-25410,41780
3202,2009-05-12,561000.0,-0.36,-21757,6326,8658
3203,2009-05-11,563000.0,-1.05,73500,-144178,115759
3204,2009-05-08,569000.0,0.53,-29172,-893,17878
3205,2009-05-07,566000.0,0.18,-94741,-79197,133703
3206,2009-05-06,565000.0,-2.92,-218798,-208134,329416
3207,2009-05-04,582000.0,-1.69,-10648,-166763,164322
3208,2009-04-30,592000.0,1.02,157988,-32590,-44787
3209,2009-04-29,586000.0,1.91,28951,-1308,-15148
3210,2009-04-28,575000.0,-1.71,-84515,20406,26194
3211,2009-04-27,585000.0,-1.18,-14154,-75242,89852
3212,2009-04-24,592000.0,-5.58,-107361,-60836,125449
3213,2009-04-23,627000.0,2.96,82494,17842,-65991
3214,2009-04-22,609000.0,3.05,61011,3464,-45141
3215,2009-04-21,591000.0,-0.17,-24088,11480,-2015
3216,2009-04-20,592000.0,-0.84,-24477,-16908,27902
3217,2009-04-17,597000.0,2.75,201340,-39996,-78971
3218,2009-04-16,581000.0,-0.68,87324,-51581,-2122
3219,2009-04-15,585000.0,1.74,-83500,21885,22815
3220,2009-04-14,575000.0,-1.37,-14217,-63115,70781
3221,2009-04-13,583000.0,-3.32,25532,-76497,56908
3222,2009-04-10,603000.0,3.97,242526,-64064,-78369
3223,2009-04-09,580000.0,4.13,100343,-54615,-4147
3224,2009-04-08,557000.0,-4.62,-244134,36667,99610
3225,2009-04-07,584000.0,-1.68,-193179,77318,30279
3226,2009-04-06,594000.0,0.17,-103183,84403,-38110
3227,2009-04-03,593000.0,0.34,59532,-34801,-3073
3228,2009-04-02,591000.0,3.68,14700,42431,-51278
3229,2009-04-01,570000.0,0.35,-16825,-11299,16896
3230,2009-03-31,568000.0,0.18,-43183,38737,-14596
3231,2009-03-30,567000.0,-2.91,-583465,-7764,-1978
3232,2009-03-27,584000.0,2.46,158569,-21275,-63264
3233,2009-03-26,570000.0,2.52,15585,37230,-41413
3234,2009-03-25,556000.0,-0.54,19895,6525,-14676
3235,2009-03-24,559000.0,1.82,114438,-40877,-16979
3236,2009-03-23,549000.0,1.29,89493,-6894,-583
3237,2009-03-20,542000.0,0.18,62602,901,-34476
3238,2009-03-19,541000.0,0.19,45351,-8386,-21373
3239,2009-03-18,540000.0,1.12,-33312,24093,-8631
3240,2009-03-17,534000.0,2.1,-49112,30982,-11863
3241,2009-03-16,523000.0,-0.95,-5482,-1999,-362
3242,2009-03-13,528000.0,-1.49,-14782,4766,-36813
3243,2009-03-12,536000.0,2.1,-13820,96863,-92071
3244,2009-03-11,525000.0,4.17,131825,13963,-74992
3245,2009-03-10,504000.0,-2.14,51900,-32614,7856
3246,2009-03-09,515000.0,2.39,75544,-15543,-28282
3247,2009-03-06,503000.0,0.0,7179,20007,-28575
3248,2009-03-05,503000.0,2.86,220150,-30920,-79364
3249,2009-03-04,489000.0,2.84,-2578,29018,-34720
3250,2009-03-03,475500.0,2.92,-92670,66260,-38924
3251,2009-03-02,462000.0,-3.14,-125598,11063,41826
3252,2009-02-27,477000.0,0.0,49139,-6222,-23676
3253,2009-02-26,477000.0,-0.21,-9416,23871,-27574
3254,2009-02-25,478000.0,2.25,-7818,-4573,-2480
3255,2009-02-24,467500.0,-3.61,-79524,-5144,43381
3256,2009-02-23,485000.0,3.74,-4488,-6009,2991
3257,2009-02-20,467500.0,-2.71,-145044,26973,33900
3258,2009-02-19,480500.0,0.52,-33121,-28586,38669
3259,2009-02-18,478000.0,-2.55,-31381,-64642,65787
3260,2009-02-17,490500.0,-2.68,37677,-61988,36143
3261,2009-02-16,504000.0,-1.37,-1027,-26448,24008
3262,2009-02-13,511000.0,-1.73,-57346,3986,20548
3263,2009-02-12,520000.0,1.36,72031,-67606,29704
3264,2009-02-11,513000.0,-1.35,27389,-28157,8610
3265,2009-02-10,520000.0,-1.33,-90607,33834,14403
3266,2009-02-09,527000.0,-3.3,125819,-70713,14475
3267,2009-02-06,545000.0,4.61,256570,-10535,-121499
3268,2009-02-05,521000.0,0.58,236933,-18486,-101580
3269,2009-02-04,518000.0,5.71,128155,32646,-109412
3270,2009-02-03,490000.0,3.48,130656,-45057,-25499
3271,2009-02-02,473500.0,-2.97,110797,-64486,9751
3272,2009-01-30,488000.0,-2.11,-5442,8272,-14474
3273,2009-01-29,498500.0,2.05,252847,6053,-124474
3274,2009-01-28,488500.0,10.52,57415,90207,-120978
3275,2009-01-23,442000.0,-4.12,30787,-63809,51492
3276,2009-01-22,461000.0,2.79,88294,-44479,3020
3277,2009-01-21,448500.0,-3.34,-82370,-16302,50168
3278,2009-01-20,464000.0,-2.32,4334,-46650,38958
3279,2009-01-19,475000.0,1.28,21628,-4431,-10986
3280,2009-01-16,469000.0,2.07,-91990,5234,30772
3281,2009-01-15,459500.0,-6.13,-55852,-71006,90306
3282,2009-01-14,489500.0,-0.41,-40144,-5906,23325
3283,2009-01-13,491500.0,0.41,30458,-42153,19023
3284,2009-01-12,489500.0,-0.71,-20631,4997,-454
3285,2009-01-09,493000.0,-2.95,-96845,9113,20422
3286,2009-01-08,508000.0,-3.05,-52029,34729,-18213
3287,2009-01-07,524000.0,5.22,250329,-17231,-112472
3288,2009-01-06,498000.0,4.62,184153,93617,-192468
3289,2009-01-05,476000.0,1.28,191718,-43211,-51561
3290,2009-01-02,470000.0,4.21,-36492,10504,4346
3291,2008-12-30,451000.0,-0.66,64158,-11858,-22527
3292,2008-12-29,454000.0,-0.44,-5351,-17045,17392
3293,2008-12-26,456000.0,-0.87,21641,-15767,5776
3294,2008-12-24,460000.0,0.77,6558,6856,6202
3295,2008-12-23,456500.0,-6.07,117217,31698,-93176
3296,2008-12-22,486000.0,-0.72,52772,-7679,-22712
3297,2008-12-19,489500.0,4.59,111423,88380,-152564
3298,2008-12-18,468000.0,1.85,117601,2343,-63559
3299,2008-12-17,459500.0,0.55,26885,-39733,22564
3300,2008-12-16,457000.0,-3.18,-21661,-62685,75189
3301,2008-12-15,472000.0,1.51,-15900,21049,-10881
3302,2008-12-12,465000.0,-3.63,40448,-14433,-5180
3303,2008-12-11,482500.0,0.31,43902,5385,-29997
3304,2008-12-10,481000.0,2.45,82199,68475,-108569
3305,2008-12-09,469500.0,1.19,217586,-39086,-49463
3306,2008-12-08,464000.0,8.67,30816,57610,-69706
3307,2008-12-05,427000.0,-0.81,-109199,7356,48543
3308,2008-12-04,430500.0,-2.38,-85978,-46614,80560
3309,2008-12-03,441000.0,-2.86,-12388,-78186,88533
3310,2008-12-02,454000.0,-4.72,1229,-14796,16828
3311,2008-12-01,476500.0,-1.95,46653,-43091,22359
3312,2008-11-28,486000.0,0.21,40001,8669,-23272
3313,2008-11-27,485000.0,2.54,191281,-34440,-53331
3314,2008-11-26,473000.0,4.76,175066,3501,-81225
3315,2008-11-25,451500.0,2.61,17642,30789,-42027
3316,2008-11-24,440000.0,-0.45,146655,-35692,-30238
3317,2008-11-21,442000.0,4.49,-11585,17600,-16278
3318,2008-11-20,423000.0,-3.42,16209,6858,-12830
3319,2008-11-19,438000.0,0.69,-25580,22847,-16367
3320,2008-11-18,435000.0,-3.44,-10683,-36629,45767
3321,2008-11-17,450500.0,-3.12,-56662,-13685,38317
3322,2008-11-14,465000.0,-1.9,-433,-41654,50610
3323,2008-11-13,474000.0,-1.35,-46000,1378,19763
3324,2008-11-12,480500.0,2.13,-16711,50075,-51994
3325,2008-11-11,470500.0,-0.84,-56511,20167,7452
3326,2008-11-10,474500.0,-3.06,-298255,32021,108930
3327,2008-11-07,489500.0,-0.41,-149451,11253,52709
3328,2008-11-06,491500.0,-4.56,-154665,61548,16234
3329,2008-11-05,515000.0,0.19,-84322,27527,15066
3330,2008-11-04,514000.0,-0.39,-161474,67126,15222
3331,2008-11-03,516000.0,-3.55,-64458,-18349,58581
3332,2008-10-31,535000.0,-0.37,96019,-32676,-17156
3333,2008-10-30,537000.0,13.05,241531,-18128,-106082
3334,2008-10-29,475000.0,2.48,254320,-50296,-71254
3335,2008-10-28,463500.0,5.82,75896,-16549,-11931
3336,2008-10-27,438000.0,7.48,51334,29916,-47699
3337,2008-10-24,407500.0,-13.76,-265313,87019,30646
3338,2008-10-23,472500.0,-6.99,-95081,-10298,53789
3339,2008-10-22,508000.0,-2.12,-60297,1647,23513
3340,2008-10-21,519000.0,-0.38,93892,-68961,16952
3341,2008-10-20,521000.0,3.17,27420,49397,-62144
3342,2008-10-17,505000.0,0.2,-78619,-7720,46425
3343,2008-10-16,504000.0,-7.86,-350120,68104,111122
3344,2008-10-15,547000.0,-2.32,-159077,58035,28376
3345,2008-10-14,560000.0,6.87,205396,-26305,-85273
3346,2008-10-13,524000.0,0.58,-104025,58343,-2037
3347,2008-10-10,521000.0,-3.7,-86504,-6228,40167
3348,2008-10-09,541000.0,2.46,114473,-14858,-44196
3349,2008-10-08,528000.0,-0.56,74857,4341,-41622
3350,2008-10-07,531000.0,2.71,32715,21520,-36335
3351,2008-10-06,517000.0,-2.08,-7826,-2841,10416
3352,2008-10-02,528000.0,-0.94,-81905,9603,25975
3353,2008-10-01,533000.0,-1.11,12442,-52799,51051
3354,2008-09-30,539000.0,-0.92,-79369,-1096,27902
3355,2008-09-29,544000.0,-1.63,101910,-61194,13391
3356,2008-09-26,553000.0,-2.47,-67278,19006,18561
3357,2008-09-25,567000.0,0.53,-8511,16551,-12187
3358,2008-09-24,564000.0,0.71,32308,8716,-26991
3359,2008-09-23,560000.0,0.36,3557,27841,-28760
3360,2008-09-22,558000.0,0.0,32883,21001,-33253
3361,2008-09-19,558000.0,7.93,162990,63628,-153315
3362,2008-09-18,517000.0,-1.52,-258541,52680,72378
3363,2008-09-17,525000.0,0.0,-106048,7458,38813
3364,2008-09-16,525000.0,-3.31,-150516,107106,-42184
3365,2008-09-12,543000.0,1.12,-169354,85506,-6340
3366,2008-09-11,537000.0,-0.92,56942,-55480,12730
3367,2008-09-10,542000.0,1.12,-191899,80507,4226
3368,2008-09-09,536000.0,-1.29,61961,-51450,8961
3369,2008-09-08,543000.0,4.42,70209,-5464,-44053
3370,2008-09-05,520000.0,1.17,-162265,87884,-22867
3371,2008-09-04,514000.0,-2.47,-32524,-8008,29373
3372,2008-09-03,527000.0,1.93,-54388,42796,-16988
3373,2008-09-02,517000.0,2.17,-184502,138845,-43344
3374,2008-09-01,506000.0,-1.94,-136640,65134,-6051
3375,2008-08-29,516000.0,-0.96,-168162,72156,15228
3376,2008-08-28,521000.0,-1.7,5238,-27047,20522
3377,2008-08-27,530000.0,-1.85,-91142,25489,24451
3378,2008-08-26,540000.0,-3.57,-158840,17408,73980
3379,2008-08-25,560000.0,0.54,-31442,25934,-12043
3380,2008-08-22,557000.0,0.72,-22974,13442,-1815
3381,2008-08-21,553000.0,-1.25,1665,-36646,35457
3382,2008-08-20,560000.0,-0.71,-64250,3056,32356
3383,2008-08-19,564000.0,-2.59,-45059,642,22761
3384,2008-08-18,579000.0,-0.17,27511,-28313,10391
3385,2008-08-14,580000.0,-1.19,-65768,-1147,31582
3386,2008-08-13,587000.0,-1.34,8579,-9803,-310
3387,2008-08-12,595000.0,1.71,138384,2978,-80263
3388,2008-08-11,585000.0,2.09,-22066,70284,-61064
3389,2008-08-08,573000.0,-0.87,-43621,-14125,33803
3390,2008-08-07,578000.0,-1.53,95751,-50216,-3119
3391,2008-08-06,587000.0,3.53,42706,12038,-43756
3392,2008-08-05,567000.0,0.35,-80956,83872,-42624
3393,2008-08-04,565000.0,0.0,32947,-7099,-17276
3394,2008-08-01,565000.0,0.18,29758,7143,-24980
3395,2008-07-31,564000.0,2.92,28122,254,-22154
3396,2008-07-30,548000.0,0.74,-50086,15146,13116
3397,2008-07-29,544000.0,-2.86,-6811,-75411,79049
3398,2008-07-28,560000.0,-2.78,-50395,-55202,92698
3399,2008-07-25,576000.0,-6.19,-146587,-49858,158239
3400,2008-07-24,614000.0,4.6,58394,21033,-47988
3401,2008-07-23,587000.0,-0.51,-151237,40210,42326
3402,2008-07-22,590000.0,-1.5,-91845,31426,22702
3403,2008-07-21,599000.0,2.92,-107592,86922,-28441
3404,2008-07-18,582000.0,-0.34,-4369,9857,-10225
3405,2008-07-17,584000.0,4.1,-23539,16571,-5188
3406,2008-07-16,561000.0,1.45,-158569,95424,-19585
3407,2008-07-15,553000.0,-2.47,-38153,27227,-9696
3408,2008-07-14,567000.0,-0.18,-76589,25943,13738
3409,2008-07-11,568000.0,1.43,-78022,-1637,37595
3410,2008-07-10,560000.0,-2.61,-135923,-10089,78589
3411,2008-07-09,575000.0,-3.04,-62981,-41,32295
3412,2008-07-08,593000.0,-3.42,-110846,47953,10452
3413,2008-07-07,614000.0,-0.32,-83505,60054,-17171
3414,2008-07-04,616000.0,-2.69,-155889,54294,26125
3415,2008-07-03,633000.0,0.48,-117749,90178,-38549
3416,2008-07-02,630000.0,-0.94,-109930,91667,-33570
3417,2008-07-01,636000.0,1.76,-125094,81876,-14384
3418,2008-06-30,625000.0,-2.8,-65553,37148,4938
3419,2008-06-27,643000.0,-3.31,-145330,56679,40422
3420,2008-06-26,665000.0,1.53,72735,-31554,-8906
3421,2008-06-25,655000.0,-0.61,-118014,42823,24591
3422,2008-06-24,659000.0,0.15,-44866,4917,19061
3423,2008-06-23,658000.0,-1.5,-131482,28287,48920
3424,2008-06-20,668000.0,-1.04,9314,-44043,44907
3425,2008-06-19,675000.0,-4.12,-109713,-14821,81503
3426,2008-06-18,704000.0,2.33,-3160,23766,-29264
3427,2008-06-17,688000.0,-0.43,-27256,24042,-9522
3428,2008-06-16,691000.0,2.52,1762,13445,-21163
3429,2008-06-13,674000.0,1.66,-97713,61216,-13891
3430,2008-06-12,663000.0,-2.64,-231203,72743,69913
3431,2008-06-11,681000.0,2.25,-95088,41136,13856
3432,2008-06-10,666000.0,-2.92,-173138,9874,111820
3433,2008-06-09,686000.0,-3.24,-166915,-12413,109427
3434,2008-06-05,709000.0,-0.56,18757,-26941,17389
3435,2008-06-04,713000.0,1.28,-48573,20899,-1460
3436,2008-06-03,704000.0,-3.03,-53829,-25830,59440
3437,2008-06-02,726000.0,-2.02,20687,-44719,25565
3438,2008-05-30,741000.0,1.51,148619,-33656,-74320
3439,2008-05-29,730000.0,5.49,23279,58381,-82605
3440,2008-05-28,692000.0,-1.42,109246,-91701,2040
3441,2008-05-27,702000.0,3.39,84521,-34632,-29075
3442,2008-05-26,679000.0,-3.96,61951,-46219,72931
3443,2008-05-23,707000.0,-0.84,38467,-44472,7932
3444,2008-05-22,713000.0,-0.7,-8912,-23356,22238
3445,2008-05-21,718000.0,0.7,41702,-386,-29079
3446,2008-05-20,713000.0,-2.06,-290240,69046,121766
3447,2008-05-19,728000.0,-4.21,-23222,-10960,40452
3448,2008-05-16,760000.0,-0.52,48600,-31871,-5323
3449,2008-05-15,764000.0,3.52,198960,-34384,-110748
3450,2008-05-14,738000.0,0.41,69305,-32954,-12640
3451,2008-05-13,735000.0,3.67,102112,-14102,-59329
3452,2008-05-09,709000.0,-2.61,133695,-122563,39298
3453,2008-05-08,728000.0,-1.75,-174798,70442,57012
3454,2008-05-07,741000.0,-0.54,-765,24148,-22733
3455,2008-05-06,745000.0,1.92,12923,34633,-28302
3456,2008-05-02,731000.0,2.81,118684,-6871,-76330
3457,2008-04-30,711000.0,0.14,-37148,3371,21520
3458,2008-04-29,710000.0,-0.84,58997,-29000,-6760
3459,2008-04-28,716000.0,3.77,273400,-59907,-104307
3460,2008-04-25,690000.0,4.39,151145,63692,-154731
3461,2008-04-24,661000.0,1.23,-55897,17327,5053
3462,2008-04-23,653000.0,-3.26,-153560,55230,48386
3463,2008-04-22,675000.0,0.15,9607,9592,-25426
3464,2008-04-21,674000.0,1.35,47466,-21575,-9065
3465,2008-04-18,665000.0,0.61,-60071,41843,-11993
3466,2008-04-17,661000.0,1.54,25632,-12666,-3957
3467,2008-04-16,651000.0,-1.06,-197473,87740,30380
3468,2008-04-15,658000.0,-2.95,-72397,26778,13084
3469,2008-04-14,678000.0,-0.29,33454,-35586,173
3470,2008-04-11,680000.0,3.66,-68077,162804,-120801
3471,2008-04-10,656000.0,1.55,-78248,40241,-364
3472,2008-04-08,646000.0,-0.62,-1420,-9596,8511
3473,2008-04-07,650000.0,0.0,-123680,78766,-17582
3474,2008-04-04,650000.0,-1.81,-35753,28784,-8987
3475,2008-04-03,662000.0,0.15,15272,64006,-63978
3476,2008-04-02,661000.0,3.93,234973,32232,-176938
3477,2008-04-01,636000.0,2.09,54397,72066,-90043
3478,2008-03-31,623000.0,1.63,45665,7094,-33240
3479,2008-03-28,613000.0,1.32,-150090,99443,-19846
3480,2008-03-27,605000.0,-1.14,-151551,60064,25175
3481,2008-03-26,612000.0,0.33,120642,-19533,-36944
3482,2008-03-25,610000.0,1.84,122842,-23511,-48993
3483,2008-03-24,599000.0,-1.32,16835,-7152,-7640
3484,2008-03-21,607000.0,0.17,185181,-23637,-84904
3485,2008-03-20,606000.0,2.54,151797,-3596,-73585
3486,2008-03-19,591000.0,4.05,192852,-16256,-103400
3487,2008-03-18,568000.0,3.27,-175643,99793,-27324
