,날짜,종가,등락률,외인순매수,기관순매수,개인순매수
3488,2008-03-17,550000.0,0.55,-164327,88029,-8094
3489,2008-03-14,547000.0,-0.55,-58815,20584,5151
3490,2008-03-13,550000.0,-1.79,-44747,9515,11716
3491,2008-03-12,560000.0,0.9,-41349,23904,-3080
3492,2008-03-11,555000.0,0.18,-235959,79264,32088
3493,2008-03-10,554000.0,0.73,-96455,57509,-21835
3494,2008-03-07,550000.0,-2.14,-18080,-11865,18088
3495,2008-03-06,562000.0,0.0,-132944,67332,-11106
3496,2008-03-05,562000.0,1.81,-117023,61334,-14665
3497,2008-03-04,552000.0,0.55,-79298,33569,-3618
3498,2008-03-03,549000.0,-1.96,7740,-18922,16434
3499,2008-02-29,560000.0,-3.45,-55222,-38690,69431
3500,2008-02-28,580000.0,0.35,49588,-23428,-6527
3501,2008-02-27,578000.0,1.23,40335,-2681,-25222
3502,2008-02-26,571000.0,-1.72,4472,-14404,17593
3503,2008-02-25,581000.0,-0.17,-56177,41569,-5131
3504,2008-02-22,582000.0,-2.02,-36057,-511,20362
3505,2008-02-21,594000.0,2.77,-31783,31448,-32510
3506,2008-02-20,578000.0,-1.53,43559,-30321,-3897
3507,2008-02-19,587000.0,1.73,-21812,33905,-17522
3508,2008-02-18,577000.0,-1.54,-60203,21312,23587
3509,2008-02-15,586000.0,-1.18,6226,-9044,9364
3510,2008-02-14,593000.0,3.31,-52287,36177,-15093
3511,2008-02-13,574000.0,0.17,-102511,18361,24913
3512,2008-02-12,573000.0,-1.88,-58445,-14968,35540
3513,2008-02-11,584000.0,-4.73,-116613,46844,13213
3514,2008-02-05,613000.0,0.16,52895,30225,-62348
3515,2008-02-04,612000.0,4.44,254672,-22755,-133623
3516,2008-02-01,586000.0,-1.51,77319,-34191,-22729
3517,2008-01-31,595000.0,4.2,236996,-37887,-116678
3518,2008-01-30,571000.0,2.33,92912,24893,-98503
3519,2008-01-29,558000.0,3.53,19571,23211,-25366
3520,2008-01-28,539000.0,-3.92,-1487,16424,-1323
3521,2008-01-25,561000.0,0.9,23665,5642,-19410
3522,2008-01-24,556000.0,2.96,21098,375,-19820
3523,2008-01-23,540000.0,0.75,-114954,53791,-577
3524,2008-01-22,536000.0,-4.96,-264612,125622,2779
3525,2008-01-21,564000.0,-0.53,13433,11111,-30959
3526,2008-01-18,567000.0,1.25,-16065,58397,-53574
3527,2008-01-17,560000.0,5.66,-14919,52560,-63130
3528,2008-01-16,530000.0,-0.38,-221384,95436,-16843
3529,2008-01-15,532000.0,1.33,-60669,71066,-49049
3530,2008-01-14,525000.0,1.74,-74056,48627,-23104
3531,2008-01-11,516000.0,0.0,-127173,27893,31537
3532,2008-01-10,516000.0,-1.71,-99875,-11417,52157
3533,2008-01-09,525000.0,1.74,-56557,8228,9556
3534,2008-01-08,516000.0,-0.58,-196929,24098,63719
3535,2008-01-07,519000.0,-3.71,-255390,8986,111957
3536,2008-01-04,539000.0,-1.28,-37847,-7272,21922
3537,2008-01-03,546000.0,0.37,-39720,806,13903
3538,2008-01-02,544000.0,-2.16,2635,-32034,32444
3539,2007-12-28,556000.0,-2.46,-53786,-5906,34521
3540,2007-12-27,570000.0,-1.04,-74892,28590,4471
3541,2007-12-26,576000.0,-0.35,-28324,37178,-23313
3542,2007-12-24,578000.0,3.21,-21309,33765,-17424
3543,2007-12-21,560000.0,0.18,-122985,74261,7933
3544,2007-12-20,559000.0,-0.18,-18860,-13905,5819
3545,2007-12-18,560000.0,0.0,-173304,50284,26566
3546,2007-12-17,560000.0,-3.61,-134823,39578,26582
3547,2007-12-14,581000.0,-1.53,-33436,16368,9797
3548,2007-12-13,590000.0,-1.34,-60484,9224,25626
3549,2007-12-12,598000.0,-0.83,-148987,56599,8845
3550,2007-12-11,603000.0,-1.79,-79002,48764,-6180
3551,2007-12-10,614000.0,0.99,-12789,54724,-54238
3552,2007-12-07,608000.0,-0.65,70822,24288,-72863
3553,2007-12-06,612000.0,5.15,123097,65167,-149063
3554,2007-12-05,582000.0,1.22,-74886,57906,-31269
3555,2007-12-04,575000.0,1.59,-11456,59928,-63188
3556,2007-12-03,566000.0,0.18,-35629,20628,-16699
3557,2007-11-30,565000.0,-0.35,22503,70155,-83775
3558,2007-11-29,567000.0,4.23,-113899,133512,-88519
3559,2007-11-28,544000.0,0.93,21014,6354,-24075
3560,2007-11-27,539000.0,-4.26,129385,26475,-31389
3561,2007-11-26,563000.0,1.08,0,-8424,-55780
3562,2007-11-23,557000.0,3.34,-92021,139318,-90416
3563,2007-11-22,539000.0,4.66,-49304,46897,-34068
3564,2007-11-21,515000.0,-3.01,-108018,-20665,34948
3565,2007-11-20,531000.0,-1.85,-144697,44548,28164
3566,2007-11-19,541000.0,-2.87,-79390,31713,-3245
3567,2007-11-16,557000.0,-2.28,19991,-4793,-7399
3568,2007-11-15,570000.0,4.2,-79805,133250,-109648
3569,2007-11-14,547000.0,2.82,-132086,67982,-22000
3570,2007-11-13,532000.0,0.0,-246194,119674,2719
3571,2007-11-12,532000.0,-1.48,-190900,76202,12037
3572,2007-11-09,540000.0,0.75,-203543,67958,13356
3573,2007-11-08,536000.0,-5.96,-158228,7824,66950
3574,2007-11-07,570000.0,4.01,16398,146808,-153996
3575,2007-11-06,548000.0,3.79,-59303,56104,-27958
3576,2007-11-05,528000.0,-2.22,139948,-47379,-25741
3577,2007-11-02,540000.0,-1.64,206475,-66654,-39897
3578,2007-11-01,549000.0,-0.18,45067,4177,-32453
3579,2007-10-31,550000.0,1.1,-54566,46158,-27186
3580,2007-10-30,544000.0,-0.18,-9947,33382,-30032
3581,2007-10-29,545000.0,2.44,49942,77464,-108165
3582,2007-10-26,532000.0,4.93,-166645,117817,-34963
3583,2007-10-25,507000.0,-1.17,-20754,-46320,43054
3584,2007-10-24,513000.0,-1.72,126022,-67070,5454
3585,2007-10-23,522000.0,0.0,-23157,-6807,21463
3586,2007-10-22,522000.0,-3.33,-76065,22830,5504
3587,2007-10-19,540000.0,3.45,-20009,-1829,-1691
3588,2007-10-18,522000.0,1.36,29248,-526,-26173
3589,2007-10-17,515000.0,0.0,-118216,-2924,61087
3590,2007-10-16,515000.0,-4.98,-295075,-20478,173018
3591,2007-10-15,542000.0,-2.69,-2848,-29528,31424
3592,2007-10-12,557000.0,0.36,-146126,-19390,85939
3593,2007-10-11,555000.0,0.54,-230,-18,-5738
3594,2007-10-10,552000.0,2.79,-7609,13063,-15882
3595,2007-10-09,537000.0,-2.54,-163355,-32241,116488
3596,2007-10-08,551000.0,-0.36,61832,-78657,41627
3597,2007-10-05,553000.0,-2.12,46251,-53668,38511
3598,2007-10-04,565000.0,-2.42,116529,-31584,-30191
3599,2007-10-02,579000.0,1.05,145993,-12410,-76505
3600,2007-10-01,573000.0,-0.35,67579,-3958,-33934
3601,2007-09-28,575000.0,3.05,133447,22293,-103664
3602,2007-09-27,558000.0,4.49,-59970,74794,-41984
3603,2007-09-21,534000.0,-2.2,-124377,-15705,87102
3604,2007-09-20,546000.0,-1.09,-24588,7048,8450
3605,2007-09-19,552000.0,1.85,-111619,82761,-30932
3606,2007-09-18,542000.0,-0.55,55194,-41740,15523
3607,2007-09-17,545000.0,-1.98,-39839,-31770,51484
3608,2007-09-14,556000.0,-1.07,-110616,822,57157
3609,2007-09-13,562000.0,0.36,-80732,15787,21203
3610,2007-09-12,560000.0,-1.23,25879,-37583,22659
3611,2007-09-11,567000.0,0.71,11114,15007,-21920
3612,2007-09-10,563000.0,-2.09,4211,-41967,34008
3613,2007-09-07,575000.0,0.0,193948,-45065,-14168
3614,2007-09-06,575000.0,1.05,-79774,44606,-8218
3615,2007-09-05,569000.0,-1.04,84611,-89539,45468
3616,2007-09-04,575000.0,-0.17,-26543,-5646,16690
3617,2007-09-03,576000.0,-2.54,-16721,-26751,38359
3618,2007-08-31,591000.0,3.32,-564,55743,-70725
3619,2007-08-30,572000.0,1.78,-100485,43788,5706
3620,2007-08-29,562000.0,-2.43,-158177,14334,69618
3621,2007-08-28,576000.0,-0.17,-121170,357,60700
3622,2007-08-27,577000.0,-1.54,34289,-47140,34575
3623,2007-08-24,586000.0,-2.17,-9080,-20409,24983
3624,2007-08-23,599000.0,0.84,-17318,41032,-22870
3625,2007-08-22,594000.0,0.34,-51045,22104,-11567
3626,2007-08-21,592000.0,0.34,48717,1180,-32588
3627,2007-08-20,590000.0,3.15,13183,-17259,7283
3628,2007-08-17,572000.0,-1.38,-34818,-11635,44340
3629,2007-08-16,580000.0,-5.23,-386264,191125,17936
3630,2007-08-14,612000.0,-0.16,15223,13309,-29584
3631,2007-08-13,613000.0,1.66,-88782,79694,-40034
3632,2007-08-10,603000.0,-2.9,-34001,-10555,20552
3633,2007-08-09,621000.0,3.16,232203,-37224,-116161
3634,2007-08-08,602000.0,3.08,-59443,64117,-37059
3635,2007-08-07,584000.0,0.0,-58917,14464,14812
3636,2007-08-06,584000.0,-1.02,-54018,-11676,41708
3637,2007-08-03,590000.0,0.0,110450,-49796,-3980
3638,2007-08-02,590000.0,1.55,508,-540,-2191
3639,2007-08-01,581000.0,-5.37,-182853,-46108,150522
3640,2007-07-31,614000.0,0.66,87281,-66570,12124
3641,2007-07-30,610000.0,2.35,-86336,47274,1414
3642,2007-07-27,596000.0,-4.79,-209095,-709,116649
3643,2007-07-26,626000.0,-3.4,11658,-45527,38181
3644,2007-07-25,648000.0,-0.92,-25255,3666,19124
3645,2007-07-24,654000.0,-0.61,46986,-17555,-12464
3646,2007-07-23,658000.0,-0.45,63753,-30415,-13643
3647,2007-07-20,661000.0,3.93,101518,-14774,-54533
3648,2007-07-19,636000.0,-0.63,19817,1664,-3051
3649,2007-07-18,640000.0,-1.54,-51233,-18598,36302
3650,2007-07-16,650000.0,-5.39,-185472,76765,34288
3651,2007-07-13,687000.0,6.35,232376,160874,-311790
3652,2007-07-12,646000.0,1.73,119660,-3465,-71791
3653,2007-07-11,635000.0,0.95,26384,13677,-24228
3654,2007-07-10,629000.0,-2.18,-57264,50423,-10762
3655,2007-07-09,643000.0,2.55,209262,28412,-157212
3656,2007-07-06,627000.0,6.09,114001,123919,-206067
3657,2007-07-05,591000.0,2.25,130945,-8781,-77496
3658,2007-07-04,578000.0,1.23,28634,-21016,11609
3659,2007-07-03,571000.0,1.06,67828,-31198,-1190
3660,2007-07-02,565000.0,-0.18,13388,-19865,5663
3661,2007-06-29,566000.0,-2.08,9514,-16283,18134
3662,2007-06-28,578000.0,-0.52,18487,-21439,9202
3663,2007-06-27,581000.0,-1.19,11162,-5982,4641
3664,2007-06-26,588000.0,0.0,-75664,52142,-10463
3665,2007-06-25,588000.0,-0.51,10884,30012,-40579
3666,2007-06-22,591000.0,0.34,132313,-41705,-36913
3667,2007-06-21,589000.0,2.08,-111403,44022,6143
3668,2007-06-20,577000.0,-1.37,-7499,1289,2607
3669,2007-06-19,585000.0,-0.68,31683,-21707,1236
3670,2007-06-18,589000.0,2.61,63136,-5379,-37467
3671,2007-06-15,574000.0,-1.2,1462,-16079,17928
3672,2007-06-14,581000.0,1.4,-98636,106182,-50742
3673,2007-06-13,573000.0,-0.87,-10650,4962,6954
3674,2007-06-12,578000.0,0.0,24602,22344,-39519
3675,2007-06-11,578000.0,1.05,-136995,107734,-50238
3676,2007-06-08,572000.0,0.53,-158720,89363,-1121
3677,2007-06-07,569000.0,-0.35,25187,4152,-16479
3678,2007-06-05,571000.0,-0.17,141989,-13864,-65615
3679,2007-06-04,572000.0,2.88,228848,33490,-160100
3680,2007-06-01,556000.0,3.93,-130165,94577,-31544
3681,2007-05-31,535000.0,0.56,1720,-6206,4684
3682,2007-05-30,532000.0,-0.93,110281,-54731,9181
3683,2007-05-29,537000.0,-2.01,124512,-99372,38583
3684,2007-05-28,548000.0,-0.72,4866,-39606,37883
3685,2007-05-25,552000.0,-1.78,-127291,9979,54995
3686,2007-05-23,562000.0,-0.53,33950,-18285,1965
3687,2007-05-22,565000.0,2.36,245147,-93939,-37870
3688,2007-05-21,552000.0,-0.36,-45294,-950,31561
3689,2007-05-18,554000.0,-2.12,-126403,-11982,84637
3690,2007-05-17,566000.0,-0.7,-33544,-95468,118124
3691,2007-05-16,570000.0,-0.52,67768,-40371,2083
3692,2007-05-15,573000.0,-0.17,1816,-8993,7286
3693,2007-05-14,574000.0,0.17,64322,-30549,-1981
3694,2007-05-11,573000.0,-0.35,51107,-52012,25620
3695,2007-05-10,575000.0,-0.86,117014,-58295,-3483
3696,2007-05-09,580000.0,-0.34,75936,-39383,-3087
3697,2007-05-08,582000.0,-0.85,91938,-29760,-20065
3698,2007-05-07,587000.0,1.91,14262,4131,-14115
3699,2007-05-04,576000.0,0.35,34344,-4292,-15286
3700,2007-05-03,574000.0,-0.17,4017,-10449,6601
3701,2007-05-02,575000.0,0.17,98213,-47891,-2535
3702,2007-04-30,574000.0,-1.03,1174,-29124,26489
3703,2007-04-27,580000.0,0.0,69813,-4762,-46819
3704,2007-04-26,580000.0,2.84,40852,15642,-45474
3705,2007-04-25,564000.0,-1.23,-109637,-31266,93456
3706,2007-04-24,571000.0,0.18,132280,-71132,11738
3707,2007-04-23,570000.0,-0.52,39714,-39246,20221
3708,2007-04-20,573000.0,0.7,5362,-11474,14292
3709,2007-04-19,569000.0,-2.4,-39390,-72166,95965
3710,2007-04-18,583000.0,-1.69,-73687,-21847,64060
3711,2007-04-17,593000.0,0.0,116678,-40631,-34166
3712,2007-04-16,593000.0,-1.33,94168,-52918,285
3713,2007-04-13,601000.0,-0.5,251325,-55664,-88697
3714,2007-04-12,604000.0,0.83,151947,30674,-107750
3715,2007-04-11,599000.0,3.63,222842,-37663,-91251
3716,2007-04-10,578000.0,-1.03,46333,-50289,30881
3717,2007-04-09,584000.0,-0.51,52140,-42439,10991
3718,2007-04-06,587000.0,-1.01,100914,-50219,-240
3719,2007-04-05,593000.0,-0.34,136339,-23094,-58574
3720,2007-04-04,595000.0,3.66,266611,-29628,-130041
3721,2007-04-03,574000.0,1.41,62988,-37750,1420
3722,2007-04-02,566000.0,0.53,3284,-20490,19496
3723,2007-03-30,563000.0,-1.05,-31173,-55377,74870
3724,2007-03-29,569000.0,-0.52,-42421,-60299,86973
3725,2007-03-28,572000.0,-1.38,-30157,-50197,65635
3726,2007-03-27,580000.0,-0.68,-43532,5504,18222
3727,2007-03-26,584000.0,0.69,28768,-6353,-11887
3728,2007-03-23,580000.0,-0.34,15757,-9214,-2001
3729,2007-03-22,582000.0,0.52,41980,6368,-8460
3730,2007-03-21,579000.0,0.0,37547,-33704,7633
3731,2007-03-20,579000.0,-1.36,12016,-43350,45411
3732,2007-03-19,587000.0,-0.34,-31881,1960,10698
3733,2007-03-16,589000.0,0.51,-7161,-24833,-10807
3734,2007-03-15,586000.0,0.34,-54043,-1865,-6406
3735,2007-03-14,584000.0,-2.67,-57855,-19927,5896
3736,2007-03-13,600000.0,-0.33,74976,-45387,-40532
3737,2007-03-12,602000.0,2.73,106829,-5896,-99053
3738,2007-03-09,586000.0,2.09,66404,-1440,-84028
3739,2007-03-08,574000.0,0.7,-100578,11831,-9751
3740,2007-03-07,570000.0,0.18,-45708,-30133,8512
3741,2007-03-06,569000.0,1.07,-146970,25994,16682
3742,2007-03-05,563000.0,-0.53,-166111,13380,36396
3743,2007-03-02,566000.0,-0.18,-91558,-28658,40118
3744,2007-02-28,567000.0,-2.41,-295454,-40122,164313
3745,2007-02-27,581000.0,-0.34,-129750,6279,27090
3746,2007-02-26,583000.0,-1.69,-205812,-14727,91090
3747,2007-02-23,593000.0,-1.5,-63779,-23168,21704
3748,2007-02-22,602000.0,-0.66,-14468,845,-43914
3749,2007-02-21,606000.0,1.0,65136,18921,-100279
3750,2007-02-20,600000.0,1.69,6068,4443,-46091
3751,2007-02-16,590000.0,2.79,53911,-16678,-61063
3752,2007-02-15,574000.0,1.23,-63305,3458,-12810
3753,2007-02-14,567000.0,0.89,-64541,-1635,-9867
3754,2007-02-13,562000.0,-1.75,-286331,31633,90057
3755,2007-02-12,572000.0,-2.22,-157526,-44345,105984
3756,2007-02-09,585000.0,0.69,-44381,-700,-15480
3757,2007-02-08,581000.0,-0.85,-126748,-21090,56294
3758,2007-02-07,586000.0,-0.17,-66172,-32082,30827
3759,2007-02-06,587000.0,0.17,-93424,-2908,15766
3760,2007-02-05,586000.0,-0.17,-57455,-22153,15163
3761,2007-02-02,587000.0,1.21,-70061,1386,-4132
3762,2007-02-01,580000.0,0.17,-90167,-604,9330
3763,2007-01-31,579000.0,-0.69,-18558,-39266,12757
3764,2007-01-30,583000.0,0.87,-69977,-9286,13703
3765,2007-01-29,578000.0,-1.53,-1656,-45766,41875
3766,2007-01-26,587000.0,-2.65,-123552,-1427,811
3767,2007-01-25,603000.0,0.33,92480,-25425,-29402
3768,2007-01-24,601000.0,0.84,8425,15645,-24396
3769,2007-01-23,596000.0,0.85,-29070,17040,-44693
3770,2007-01-22,591000.0,1.03,-47987,689,-18529
3771,2007-01-19,585000.0,-1.68,-11045,-43656,27688
3772,2007-01-18,595000.0,-1.16,-107189,4060,14166
3773,2007-01-17,602000.0,-1.79,7013,-47643,2094
3774,2007-01-16,613000.0,0.16,-23528,5086,-31454
3775,2007-01-15,612000.0,1.49,218224,-81214,-50258
3776,2007-01-12,603000.0,3.61,46272,-7473,-20330
3777,2007-01-11,582000.0,0.69,-51534,-21591,56754
3778,2007-01-10,578000.0,-1.37,-35905,-41736,70700
3779,2007-01-09,586000.0,0.69,-44409,2323,14758
3780,2007-01-08,582000.0,-2.18,-219604,6994,112684
3781,2007-01-05,595000.0,-1.98,-128993,-53530,132146
3782,2007-01-04,607000.0,-0.65,-43094,-30603,49716
3783,2007-01-03,611000.0,-2.24,-20935,-17604,27301
3784,2007-01-02,625000.0,1.96,31942,-4543,-12029
3785,2006-12-28,613000.0,0.16,-36185,-6149,20175
3786,2006-12-27,612000.0,0.99,477,5221,-9911
3787,2006-12-26,606000.0,-0.66,59237,6259,-34073
3788,2006-12-22,610000.0,-0.81,-8814,4122,2363
3789,2006-12-21,615000.0,-0.16,17010,8199,-9160
3790,2006-12-20,616000.0,0.98,-71200,62774,16909
3791,2006-12-19,610000.0,0.0,-19370,47301,-4390
3792,2006-12-18,610000.0,0.33,-151435,29745,61549
3793,2006-12-15,608000.0,-0.98,-167243,15283,81976
3794,2006-12-14,614000.0,1.99,81796,-88168,41405
3795,2006-12-13,602000.0,0.33,47414,-26049,-2940
3796,2006-12-12,600000.0,-0.66,-26855,-14189,31124
3797,2006-12-11,604000.0,-1.15,-152957,29975,56125
3798,2006-12-08,611000.0,-2.4,-155224,6658,83010
3799,2006-12-07,626000.0,-1.42,-62672,25752,11820
3800,2006-12-06,635000.0,-0.47,-13521,11617,-5243
3801,2006-12-05,638000.0,-0.47,-54993,31697,-1717
3802,2006-12-04,641000.0,0.16,-29297,21798,-8531
3803,2006-12-01,640000.0,0.31,-3328,9110,-7412
3804,2006-11-30,638000.0,1.43,33864,-20072,-5572
3805,2006-11-29,629000.0,-0.16,-82918,29025,15629
3806,2006-11-28,630000.0,-1.87,-42090,-6200,31607
3807,2006-11-27,642000.0,-1.53,-76170,15626,27880
3808,2006-11-24,652000.0,-0.31,-25375,14296,-3314
3809,2006-11-23,654000.0,-0.91,-8703,30554,-28399
3810,2006-11-22,660000.0,1.54,-6296,14675,-24558
3811,2006-11-21,650000.0,-0.31,-33356,25321,-3029
3812,2006-11-20,652000.0,-0.31,21051,-4590,-8154
3813,2006-11-17,654000.0,-0.46,-11546,18419,-10875
3814,2006-11-16,657000.0,-0.76,106813,-18960,-51943
3815,2006-11-15,662000.0,2.32,188176,-33738,-81021
3816,2006-11-14,647000.0,1.25,46893,3817,-35996
3817,2006-11-13,639000.0,1.59,29698,4852,-17231
3818,2006-11-10,629000.0,-0.32,18927,-5087,-6518
3819,2006-11-09,631000.0,2.6,49759,-5540,-18018
3820,2006-11-08,615000.0,0.99,-7515,11802,-13141
3821,2006-11-07,609000.0,0.66,-96803,72709,-8917
3822,2006-11-06,605000.0,-0.98,-107595,-918,58457
3823,2006-11-03,611000.0,-0.49,-119717,43545,21357
3824,2006-11-02,614000.0,-0.16,-59223,23813,1431
3825,2006-11-01,615000.0,0.65,-41194,13181,14107
3826,2006-10-31,611000.0,0.33,-114632,36749,21284
3827,2006-10-30,609000.0,-1.77,-82452,17769,26103
3828,2006-10-27,620000.0,-1.43,-87985,-2589,50031
3829,2006-10-26,629000.0,0.64,-8146,-4792,3387
3830,2006-10-25,625000.0,-0.16,-37468,32595,-13412
3831,2006-10-24,626000.0,0.16,-81235,7768,46070
3832,2006-10-23,625000.0,-0.95,-209353,42635,84546
3833,2006-10-20,631000.0,-0.79,-183093,18904,91732
3834,2006-10-19,636000.0,-0.93,-97063,5451,47254
3835,2006-10-18,642000.0,-0.77,-104657,48830,5542
3836,2006-10-17,647000.0,-0.46,-43343,31769,-1870
3837,2006-10-16,650000.0,0.93,-7527,4409,-897
3838,2006-10-13,644000.0,1.26,-40004,27690,-3604
3839,2006-10-12,636000.0,-0.63,-29302,-7424,29760
3840,2006-10-11,640000.0,0.0,-59055,30125,4615
3841,2006-10-10,640000.0,-0.31,45688,-3651,-27270
3842,2006-10-09,642000.0,-0.93,8126,16218,-22161
3843,2006-10-04,648000.0,-2.56,-25469,-676,21938
3844,2006-10-02,665000.0,0.15,-35146,31048,-8260
3845,2006-09-29,664000.0,-0.6,-4897,5285,-2999
3846,2006-09-28,668000.0,1.37,34025,442,-25689
3847,2006-09-27,659000.0,1.23,-3912,142,-29276
3848,2006-09-26,651000.0,0.15,47384,-29954,-562
3849,2006-09-25,650000.0,-0.61,-80069,45839,5598
3850,2006-09-22,654000.0,-1.65,-23675,760,13727
3851,2006-09-21,665000.0,-0.3,17354,-7433,-6689
3852,2006-09-20,667000.0,-0.74,-41514,28714,-3742
3853,2006-09-19,672000.0,-0.15,55785,-8448,-26620
3854,2006-09-18,673000.0,2.59,68448,38990,-88645
3855,2006-09-15,656000.0,0.15,-39064,21245,-3405
3856,2006-09-14,655000.0,2.02,-57551,98638,-23558
3857,2006-09-13,642000.0,1.58,7617,1601,-7882
3858,2006-09-12,632000.0,-0.16,-175194,41099,60988
3859,2006-09-11,633000.0,-2.16,-68870,17136,31708
3860,2006-09-08,647000.0,-0.31,-43169,21205,418
3861,2006-09-07,649000.0,-0.76,-69386,38820,2797
3862,2006-09-06,654000.0,-0.46,7541,2914,-3546
3863,2006-09-05,657000.0,0.15,32140,-4652,-14420
3864,2006-09-04,656000.0,0.46,23974,191,-13934
3865,2006-09-01,653000.0,0.46,-6622,12617,-4099
3866,2006-08-31,650000.0,-0.31,-48285,56812,-27857
3867,2006-08-30,652000.0,-1.21,-60709,23802,14423
3868,2006-08-29,660000.0,2.64,83705,-13905,-38576
3869,2006-08-28,643000.0,-0.46,-11243,12617,-10339
3870,2006-08-25,646000.0,1.41,2965,26887,-21676
3871,2006-08-24,637000.0,-1.39,-113142,7487,57439
3872,2006-08-23,646000.0,-1.82,-57158,30346,4344
3873,2006-08-22,658000.0,0.15,-78037,58516,-11122
3874,2006-08-21,657000.0,-0.15,44043,-14478,-16209
3875,2006-08-18,658000.0,2.17,281179,-55629,-108553
3876,2006-08-17,644000.0,4.21,214309,-15878,-102913
3877,2006-08-16,618000.0,2.15,13703,32748,-44480
3878,2006-08-14,605000.0,-0.33,-133912,58758,15541
3879,2006-08-11,607000.0,-1.14,-86569,36497,12111
3880,2006-08-10,614000.0,-0.32,32135,-35982,16590
3881,2006-08-09,616000.0,0.16,-13210,26358,-18052
3882,2006-08-08,615000.0,1.49,-90629,68122,-12038
3883,2006-08-07,606000.0,-1.46,-5393,-11555,14937
3884,2006-08-04,615000.0,0.82,-32625,22815,-5609
3885,2006-08-03,610000.0,0.16,8464,-3833,-789
3886,2006-08-02,609000.0,0.66,-31397,27611,-10426
3887,2006-08-01,605000.0,-0.49,-56112,62582,-22885
3888,2006-07-31,608000.0,1.33,99531,-33499,-26258
3889,2006-07-28,600000.0,-0.66,-30061,15866,2003
3890,2006-07-27,604000.0,0.83,-70520,52180,-10649
3891,2006-07-26,599000.0,0.17,24786,-8920,-4797
3892,2006-07-25,598000.0,1.7,-38718,38641,-26692
3893,2006-07-24,588000.0,-1.51,-31655,7864,13804
3894,2006-07-21,597000.0,-0.17,-27633,12500,1931
3895,2006-07-20,598000.0,3.1,-28293,35232,-10422
3896,2006-07-19,580000.0,-0.34,3528,12255,-15368
3897,2006-07-18,582000.0,-0.34,-3440,-1842,2845
3898,2006-07-14,584000.0,-2.67,-56004,-21056,50938
3899,2006-07-13,600000.0,-1.32,-164247,63405,27416
3900,2006-07-12,608000.0,0.0,-176909,103394,-5925
3901,2006-07-11,608000.0,0.33,-34942,10898,687
3902,2006-07-10,606000.0,0.83,-122685,80126,-10961
3903,2006-07-07,601000.0,0.5,23663,-953,-11510
3904,2006-07-06,598000.0,-0.83,-70263,37995,3642
3905,2006-07-05,603000.0,0.33,-28725,23927,-11236
3906,2006-07-04,601000.0,-0.66,-13476,5322,1771
3907,2006-07-03,605000.0,0.33,-10583,14687,-5030
3908,2006-06-30,603000.0,2.2,20261,-9055,-35944
3909,2006-06-29,590000.0,1.72,-141411,79251,-9249
3910,2006-06-28,580000.0,-0.51,-106820,3306,6877
3911,2006-06-27,583000.0,0.17,-50042,24564,-1477
3912,2006-06-26,582000.0,2.46,-125534,75299,-14208
3913,2006-06-23,568000.0,0.53,-95061,8408,5511
3914,2006-06-22,565000.0,1.62,-123504,70402,-9025
3915,2006-06-21,556000.0,0.0,-113502,11704,9095
3916,2006-06-20,556000.0,-1.42,-69488,1241,-2665
3917,2006-06-19,564000.0,-1.23,-36849,-15451,987
3918,2006-06-16,571000.0,3.25,-36607,15966,-15587
3919,2006-06-15,553000.0,0.0,-21097,-12095,14481
3920,2006-06-14,553000.0,0.73,-209340,67079,7319
3921,2006-06-13,549000.0,-4.02,-166767,16422,31865
3922,2006-06-12,572000.0,-0.52,-109038,32928,-11001
3923,2006-06-09,575000.0,0.0,-176370,7820,50164
3924,2006-06-08,575000.0,-4.01,-62814,-74560,78430
3925,2006-06-07,599000.0,-2.28,-155493,49769,2696
3926,2006-06-05,613000.0,-0.16,-5780,-40973,-308
