,개인,외국인,기관
2015-07-31,"-1,401 ","1,668 ",-902 
2015-07-30,-252 ,-812 ,933 
2015-07-29,31 ,11 ,-341 
2015-07-28,-875 ,"-1,256 ","2,071 "
2015-07-27,-713 ,-11 ,360 
2015-07-24,"3,833 ","-2,585 ","-1,488 "
2015-07-23,"1,717 ","-1,889 ",59 
2015-07-22,"4,229 ","-3,758 ",-287 
2015-07-21,935 ,"-1,285 ",385 
2015-07-20,"1,303 ",-190 ,"-1,024 "
2015-07-17,"3,575 ",-755 ,"-2,929 "
2015-07-16,-423 ,"1,815 ",988 
2015-07-15,609 ,"2,351 ","-2,952 "
2015-07-14,"1,682 ",-384 ,"-1,213 "
2015-07-13,273 ,45 ,-105 
2015-07-10,"2,328 ",-714 ,"-1,567 "
2015-07-09,"1,107 ","-3,496 ","2,324 "
2015-07-08,"2,963 ","-3,985 ","1,147 "
2015-07-07,"2,503 ","-1,033 ","-1,509 "
2015-07-06,"4,891 ","-2,806 ","-2,189 "
2015-07-03,"1,210 ",-119 ,-705 
2015-07-02,-20 ,"1,127 ",-825 
2015-07-01,-748 ,64 ,736 
2015-06-30,-310 ,-513 ,835 
2015-06-29,929 ,"-1,125 ",230 
2015-06-26,-169 ,590 ,-338 
2015-06-25,-319 ,61 ,386 
2015-06-24,-246 ,541 ,-148 
2015-06-23,"-1,181 ",-105 ,"1,429 "
2015-06-22,"1,048 ","-1,240 ",261 
2015-06-19,"1,117 ","-2,842 ","1,904 "
2015-06-18,14 ,"-2,646 ","2,583 "
2015-06-17,637 ,"-1,545 ",924 
2015-06-16,"1,870 ","-3,137 ","1,203 "
2015-06-15,117 ,"1,225 ","-1,374 "
2015-06-12,"2,217 ",-826 ,"-1,442 "
2015-06-11,"2,541 ","-1,642 ",-968 
2015-06-10,"2,793 ","-1,962 ",-855 
2015-06-09,"1,620 ","-1,454 ",-382 
2015-06-08,676 ,-741 ,-159 
2015-06-05,-543 ,"1,094 ",-614 
2015-06-04,-99 ,"3,746 ","-3,598 "
2015-06-03,-886 ,"1,499 ",-749 
2015-06-02,"2,245 ",123 ,"-2,132 "
2015-06-01,476 ,391 ,-891 
2015-05-29,"-1,702 ","2,551 ",-825 
2015-05-28,-469 ,"2,484 ","-2,026 "
2015-05-27,"4,215 ","-2,310 ","-2,022 "
2015-05-26,-450 ,-100 ,802 
2015-05-22,"-3,470 ","2,945 ",457 
2015-05-21,"1,978 ",608 ,"-2,521 "
2015-05-20,-755 ,"1,344 ",-425 
2015-05-19,880 ,776 ,"-1,685 "
2015-05-18,251 ,"1,621 ","-1,768 "
2015-05-15,"2,364 ","4,794 ",-656 
2015-05-14,"1,127 ",235 ,"-1,123 "
2015-05-13,-720 ,775 ,-21 
2015-05-12,755 ,54 ,-921 
2015-05-11,832 ,-461 ,-570 
2015-05-08,"1,978 ",-239 ,"-1,715 "
2015-05-07,"1,685 ",-672 ,"-1,084 "
2015-05-06,"1,106 ",937 ,"-2,185 "
2015-05-04,-105 ,"1,295 ","-1,141 "
2015-04-30,"1,089 ",716 ,"-1,628 "
2015-04-29,"2,317 ",-603 ,"-1,374 "
2015-04-28,-663 ,-7 ,714 
2015-04-27,323 ,"2,080 ","-2,462 "
2015-04-24,-805 ,"5,339 ","-4,347 "
2015-04-23,"-4,577 ","4,397 ",343 
2015-04-22,"-3,334 ","7,431 ","-3,951 "
2015-04-21,"2,274 ","2,452 ","-4,748 "
2015-04-20,324 ,"2,839 ","-3,048 "
2015-04-17,"-1,486 ","2,816 ","-1,081 "
2015-04-16,"-1,018 ","3,703 ","-2,681 "
2015-04-15,182 ,"3,224 ","-3,449 "
2015-04-14,"-2,210 ","3,926 ","-1,481 "
2015-04-13,222 ,"2,770 ","-2,847 "
2015-04-10,"-3,044 ","2,879 ",220 
2015-04-09,"1,534 ","1,533 ","-2,287 "
2015-04-08,"-1,368 ",917 ,600 
2015-04-07,627 ,440 ,-570 
2015-04-06,"1,213 ",-215 ,"-1,085 "
2015-04-03,"-1,315 ",432 ,896 
2015-04-02,997 ,-183 ,-705 
2015-04-01,"1,223 ",-707 ,-829 
2015-03-31,-267 ,"1,374 ","-1,068 "
2015-03-30,160 ,763 ,-782 
2015-03-27,"1,544 ",-800 ,-332 
2015-03-26,"1,875 ","-1,138 ",-683 
2015-03-25,"1,016 ","1,159 ","-1,759 "
2015-03-24,401 ,630 ,-849 
2015-03-23,"-1,138 ","1,437 ",-86 
2015-03-20,191 ,"2,187 ","-2,217 "
2015-03-19,"-2,325 ","3,996 ","-1,431 "
2015-03-18,-608 ,"3,299 ","-2,428 "
2015-03-17,"-5,949 ","4,971 ",967 
2015-03-16,80 ,31 ,-257 
2015-03-13,-635 ,"1,050 ",-476 
2015-03-12,"1,816 ","-1,182 ",-804 
2015-03-11,"2,605 ",903 ,"-3,547 "
2015-03-10,"1,183 ",800 ,"-2,038 "
2015-03-09,"2,333 ",-627 ,"-1,834 "
2015-03-06,"-1,407 ","2,828 ","-1,519 "
2015-03-05,278 ,"1,233 ","-1,163 "
2015-03-04,931 ,"2,353 ","-3,265 "
2015-03-03,-46 ,"1,793 ","-1,817 "
2015-03-02,-509 ,"1,581 ","-1,060 "
2015-02-27,841 ,838 ,"-1,638 "
2015-02-26,"-1,388 ","2,308 ","-1,006 "
2015-02-25,"-2,996 ","2,074 ","1,118 "
2015-02-24,"-1,201 ",796 ,486 
2015-02-23,-930 ,"1,272 ",-105 
2015-02-17,-788 ,-256 ,"1,255 "
2015-02-16,-326 ,"1,327 ",-948 
2015-02-13,"-2,328 ","1,735 ",656 
2015-02-12,232 ,-592 ,334 
2015-02-11,"-1,459 ","1,000 ",720 
2015-02-10,944 ,"-1,298 ",396 
2015-02-09,525 ,"-1,077 ",494 
2015-02-06,"-9,129 ","4,297 ","4,710 "
2015-02-05,"2,193 ","-1,140 ","-1,099 "
2015-02-04,"-2,450 ","2,247 ",268 
2015-02-03,145 ,-295 ,143 
2015-02-02,315 ,42 ,-506 
2015-01-30,"1,441 ",-951 ,-324 
2015-01-29,"1,090 ","-2,432 ","1,233 "
2015-01-28,"-1,307 ",-693 ,"1,863 "
2015-01-27,"-2,022 ",824 ,"1,029 "
2015-01-26,735 ,"-1,091 ",-842 
2015-01-23,"-1,101 ",987 ,-955 
2015-01-22,-863 ,615 ,-893 
2015-01-21,-114 ,704 ,"-1,587 "
2015-01-20,"-2,112 ",320 ,"1,705 "
2015-01-19,"-1,438 ",-256 ,"1,628 "
2015-01-16,"2,689 ","-3,001 ","-1,270 "
2015-01-15,291 ,"-2,066 ",425 
2015-01-14,719 ,-906 ,-836 
2015-01-13,"2,721 ",-541 ,"-3,079 "
2015-01-12,-19 ,-814 ,-117 
2015-01-09,"-2,816 ","1,592 ",778 
2015-01-08,"-1,486 ","1,938 ",-261 
2015-01-07,"1,256 ","-2,210 ",-37 
2015-01-06,"2,731 ","-3,309 ",-804 
2015-01-05,575 ,555 ,"-2,306 "
2015-01-02,"1,264 ",286 ,"-2,040 "
2014-12-30,"1,479 ",-992 ,"-2,026 "
2014-12-29,"1,273 ","-1,197 ","-1,660 "
2014-12-26,"-3,681 ",658 ,"2,995 "
2014-12-24,"-2,317 ",531 ,"1,542 "
2014-12-23,"-1,392 ","-1,166 ","1,447 "
2014-12-22,"-1,348 ",-559 ,"1,869 "
2014-12-19,"-1,823 ",-24 ,"1,833 "
2014-12-18,-627 ,"-5,220 ","4,834 "
2014-12-17,-904 ,"-4,086 ","3,952 "
2014-12-16,"1,202 ","-4,899 ","3,459 "
2014-12-15,261 ,"-3,044 ","1,650 "
2014-12-12,-214 ,"-2,488 ","1,840 "
2014-12-11,"3,383 ","-7,068 ","2,010 "
2014-12-10,"1,094 ","-1,309 ",-259 
2014-12-09,-394 ,"2,287 ",-97 
2014-12-08,-313 ,"1,065 ",-714 
2014-12-05,-626 ,"2,304 ","-1,748 "
2014-12-04,"-2,679 ",437 ,"1,995 "
2014-12-03,"-1,027 ",460 ,-145 
2014-12-02,-370 ,433 ,-895 
2014-12-01,"1,226 ",622 ,"-2,096 "
2014-11-28,940 ,524 ,"-1,512 "
2014-11-27,-128 ,-192 ,375 
2014-11-26,-698 ,766 ,-70 
2014-11-25,"-4,158 ","3,875 ",423 
2014-11-24,"-4,434 ","3,493 ",866 
2014-11-21,"-1,495 ",581 ,701 
2014-11-20,-892 ,"3,855 ","1,426 "
2014-11-19,-582 ,"3,756 ",69 
2014-11-18,"-2,925 ","2,402 ",707 
2014-11-17,"-1,775 ",-327 ,"1,684 "
2014-11-14,"-1,825 ","-2,412 ","3,834 "
2014-11-13,549 ,"1,112 ","-2,038 "
2014-11-12,-324 ,-169 ,-305 
2014-11-11,"-1,274 ","1,092 ",-481 
2014-11-10,-796 ,424 ,-48 
2014-11-07,-48 ,-974 ,768 
2014-11-06,"-1,351 ",-684 ,"1,610 "
2014-11-05,-869 ,"-1,375 ","1,881 "
2014-11-04,351 ,-242 ,-487 
2014-11-03,616 ,-52 ,"-1,034 "
2014-10-31,-424 ,"2,784 ","-2,923 "
2014-10-30,"1,474 ",-230 ,"-1,376 "
2014-10-29,"-4,070 ","1,238 ","2,762 "
2014-10-28,"1,092 ","-1,486 ",438 
2014-10-27,-954 ,-102 ,985 
2014-10-24,"1,036 ","3,556 ","3,952 "
2014-10-23,669 ,"-1,948 ","1,231 "
2014-10-22,"-1,103 ",438 ,684 
2014-10-21,"1,169 ",-629 ,-552 
2014-10-20,"-1,544 ",206 ,"1,175 "
2014-10-17,806 ,"-3,095 ","2,135 "
2014-10-16,-656 ,-218 ,836 
2014-10-15,765 ,"-1,814 ",815 
2014-10-14,295 ,"-2,924 ","2,487 "
2014-10-13,-762 ,"-3,162 ","3,739 "
2014-10-10,845 ,"-1,866 ",922 
2014-10-08,574 ,"-1,565 ",753 
2014-10-07,233 ,"-1,791 ","1,421 "
2014-10-06,"1,396 ","-1,998 ",456 
2014-10-02,"1,002 ","-3,862 ","2,599 "
2014-10-01,"1,445 ","-1,974 ",352 
2014-09-30,"-1,035 ","1,849 ",164 
2014-09-29,-101 ,558 ,-646 
2014-09-26,44 ,-234 ,199 
2014-09-25,35 ,"-1,261 ","1,175 "
2014-09-24,"-1,107 ",-270 ,"1,298 "
2014-09-23,-333 ,"-2,580 ","2,853 "
2014-09-22,"1,955 ","-2,405 ",324 
2014-09-19,"1,056 ","-2,416 ","2,004 "
2014-09-18,"2,924 ","-1,086 ","-1,740 "
2014-09-17,"-1,637 ",259 ,"1,413 "
2014-09-16,-650 ,-993 ,"1,501 "
2014-09-15,-88 ,87 ,-41 
2014-09-12,-119 ,-585 ,563 
2014-09-11,"2,627 ",-696 ,"-2,019 "
2014-09-05,285 ,511 ,-810 
2014-09-04,-584 ,694 ,27 
2014-09-03,"1,241 ","1,322 ","-2,239 "
2014-09-02,"1,858 ",333 ,"-2,173 "
2014-09-01,234 ,639 ,-773 
2014-08-29,209 ,"1,550 ","-1,216 "
2014-08-28,-792 ,"1,274 ",-318 
2014-08-27,-749 ,509 ,439 
2014-08-26,"-1,283 ","1,009 ",387 
2014-08-25,-629 ,-268 ,946 
2014-08-22,-339 ,"1,053 ",-483 
2014-08-21,"3,817 ",25 ,"-3,722 "
2014-08-20,947 ,"2,345 ","-2,384 "
2014-08-19,"-1,499 ","1,831 ",-132 
2014-08-18,"1,827 ",12 ,"-1,636 "
2014-08-14,-226 ,"1,930 ","-1,402 "
2014-08-13,"-2,674 ","4,110 ","-1,472 "
2014-08-12,-283 ,983 ,-627 
2014-08-11,467 ,-147 ,-339 
2014-08-08,"2,734 ","-2,083 ",-431 
2014-08-07,"1,862 ",-506 ,"-1,305 "
2014-08-06,811 ,"1,843 ",70 
2014-08-05,"2,682 ","1,203 ","-3,104 "
2014-08-04,259 ,"2,214 ","-2,529 "
2014-08-01,"-1,817 ",-650 ,"2,536 "
2014-07-31,"-3,170 ","4,927 ","-1,542 "
2014-07-30,"-5,756 ","6,235 ",-349 
2014-07-29,"-4,753 ","3,632 ","1,310 "
2014-07-28,"-2,662 ","1,759 ","1,205 "
2014-07-25,-801 ,503 ,962 
2014-07-24,10 ,"1,743 ","-1,679 "
2014-07-23,-631 ,993 ,-297 
2014-07-22,-585 ,"1,329 ",-703 
2014-07-21,420 ,979 ,"-1,346 "
2014-07-18,"1,280 ","1,212 ","-2,532 "
2014-07-17,"-1,086 ","2,277 ","-1,216 "
2014-07-16,-349 ,"1,530 ","-1,203 "
2014-07-15,"-1,408 ","2,817 ","-1,480 "
2014-07-14,231 ,-66 ,-95 
2014-07-11,"2,033 ",669 ,"-2,535 "
2014-07-10,760 ,"1,869 ","-2,469 "
2014-07-09,"1,871 ",-689 ,"-1,085 "
2014-07-08,273 ,984 ,"-1,331 "
2014-07-07,703 ,"1,875 ","-2,495 "
2014-07-04,315 ,335 ,-648 
2014-07-03,-238 ,"1,592 ","-1,168 "
2014-07-02,"-2,445 ","3,148 ",-500 
2014-07-01,385 ,"1,006 ","-1,279 "
2014-06-30,"-2,006 ","1,895 ",266 
2014-06-27,"-4,662 ","3,090 ","1,646 "
2014-06-26,"-1,778 ",913 ,"1,058 "
2014-06-25,49 ,-238 ,200 
2014-06-24,"-2,519 ",253 ,"2,273 "
2014-06-23,"-1,260 ",7 ,"1,412 "
2014-06-20,"2,683 ",-917 ,767 
2014-06-19,104 ,-413 ,609 
2014-06-18,"1,389 ","1,374 ","-2,786 "
2014-06-17,117 ,317 ,-444 
2014-06-16,-122 ,353 ,44 
2014-06-13,"3,598 ","-2,551 ",-850 
2014-06-12,"1,520 ",112 ,"-1,595 "
2014-06-11,"-1,280 ","1,455 ",-1 
2014-06-10,"-2,227 ","2,126 ",84 
2014-06-09,-188 ,190 ,-47 
2014-06-05,"1,867 ",649 ,"-4,350 "
2014-06-03,442 ,184 ,-597 
2014-06-02,-575 ,"2,132 ","-1,611 "
2014-05-30,799 ,293 ,324 
2014-05-29,-147 ,938 ,-660 
2014-05-28,"-1,739 ","1,086 ",669 
2014-05-27,737 ,190 ,-876 
2014-05-26,248 ,533 ,-752 
2014-05-23,-610 ,"1,321 ",-664 
2014-05-22,"-2,344 ","2,886 ",-484 
2014-05-21,-374 ,"1,880 ","-1,412 "
2014-05-20,-425 ,"2,613 ","-2,308 "
2014-05-19,-900 ,"1,805 ",-897 
2014-05-16,56 ,"4,801 ","-4,719 "
2014-05-15,"-1,973 ","3,690 ","-1,534 "
2014-05-14,"-4,924 ","3,447 ","1,558 "
2014-05-13,"-3,536 ","2,105 ","1,328 "
2014-05-12,58 ,"-1,029 ",835 
2014-05-09,-39 ,-568 ,467 
2014-05-08,"1,627 ","-2,117 ",398 
2014-05-07,"2,528 ","-3,267 ",610 
2014-05-02,"1,320 ","-1,516 ",96 
2014-04-30,887 ,-814 ,-206 
2014-04-29,575 ,"-1,589 ",887 
2014-04-28,511 ,"-1,286 ",738 
2014-04-25,"1,999 ",366 ,"-2,556 "
2014-04-24,502 ,706 ,"-1,211 "
2014-04-23,196 ,"2,515 ",343 
2014-04-22,-922 ,"1,027 ",113 
2014-04-21,496 ,701 ,"-1,207 "
2014-04-18,"-2,765 ","1,165 ","1,570 "
2014-04-17,-55 ,"1,634 ","-1,643 "
2014-04-16,585 ,446 ,"-1,034 "
2014-04-15,"1,891 ","1,197 ","-3,110 "
2014-04-14,71 ,-48 ,-134 
2014-04-11,898 ,"1,190 ","-1,808 "
2014-04-10,"-1,656 ","3,067 ","-1,285 "
2014-04-09,"-4,084 ","3,601 ",675 
2014-04-08,-917 ,756 ,220 
2014-04-07,570 ,"1,619 ","-2,128 "
2014-04-04,-704 ,"1,140 ",-550 
2014-04-03,"-1,288 ","3,556 ","-2,386 "
2014-04-02,"-1,716 ","4,373 ","-2,632 "
2014-04-01,"-1,089 ","2,138 ","-1,057 "
2014-03-31,"-1,858 ","3,177 ","-1,034 "
2014-03-28,"-1,674 ","2,336 ",-713 
2014-03-27,"-2,066 ","2,321 ",-409 
2014-03-26,"-3,008 ",770 ,"2,032 "
2014-03-25,-114 ,-878 ,812 
2014-03-24,"-1,097 ",448 ,516 
2014-03-21,-294 ,-669 ,"1,139 "
2014-03-20,"2,398 ","-2,109 ",-426 
2014-03-19,-142 ,-673 ,555 
2014-03-18,-802 ,"-1,479 ","2,036 "
2014-03-17,290 ,"-2,276 ","1,704 "
2014-03-14,"2,275 ","-4,764 ","2,265 "
2014-03-13,"2,259 ","-4,973 ","2,580 "
2014-03-12,"4,890 ","-2,649 ","-1,694 "
2014-03-11,"1,076 ",-425 ,-801 
2014-03-10,"3,015 ",-331 ,"-2,659 "
2014-03-07,-122 ,"2,000 ","-1,972 "
2014-03-06,96 ,847 ,"-1,053 "
2014-03-05,-923 ,156 ,680 
2014-03-04,"1,746 ","-1,494 ",-403 
2014-03-03,"1,628 ",-759 ,-914 
2014-02-28,-322 ,"2,338 ","-1,553 "
2014-02-27,-746 ,"1,408 ",-474 
2014-02-26,"-1,678 ",610 ,"1,096 "
2014-02-25,"-2,009 ","2,285 ",-338 
2014-02-24,629 ,78 ,-704 
2014-02-21,"-2,733 ","3,155 ",-387 
2014-02-20,"1,896 ","-1,739 ",-203 
2014-02-19,"1,176 ",-521 ,-760 
2014-02-18,795 ,-451 ,-278 
2014-02-17,"-1,322 ",237 ,"1,074 "
2014-02-14,-257 ,26 ,186 
2014-02-13,923 ,"-1,076 ",93 
2014-02-12,-391 ,-66 ,553 
2014-02-11,-314 ,807 ,-576 
2014-02-10,238 ,"-1,408 ","1,126 "
2014-02-07,"-1,324 ","1,618 ",-285 
2014-02-06,-682 ,"-1,149 ","1,907 "
2014-02-05,443 ,"-2,788 ","2,340 "
2014-02-04,"3,609 ","-6,516 ","2,618 "
2014-02-03,"2,021 ","-4,066 ","2,052 "
2014-01-29,"-2,067 ",213 ,"1,805 "
2014-01-28,145 ,"-3,089 ","2,892 "
2014-01-27,-21 ,"-5,308 ","5,282 "
2014-01-24,"2,074 ","-1,451 ",-776 
2014-01-23,"1,994 ","-1,583 ",-388 
2014-01-22,-750 ,195 ,498 
2014-01-21,-547 ,-141 ,592 
2014-01-20,-304 ,-263 ,479 
2014-01-17,725 ,-957 ,3 
2014-01-16,-628 ,351 ,550 
2014-01-15,539 ,-367 ,-240 
2014-01-14,668 ,-246 ,-583 
2014-01-13,216 ,-901 ,673 
2014-01-10,"1,784 ",-581 ,"-1,430 "
2014-01-09,"1,711 ",692 ,"-2,719 "
2014-01-08,-517 ,"1,618 ","-1,175 "
2014-01-07,-572 ,993 ,-468 
2014-01-06,522 ,528 ,"-1,141 "
2014-01-03,"4,216 ","-3,091 ","-1,354 "
2014-01-02,"4,733 ","-3,064 ","-1,750 "
2013-12-30,"-1,437 ","1,220 ",193 
2013-12-27,50 ,701 ,-710 
2013-12-26,"-6,144 ",-140 ,"6,287 "
2013-12-24,"-3,859 ",-549 ,"4,564 "
2013-12-23,"-2,636 ",612 ,"2,235 "
2013-12-20,"-1,832 ",-162 ,"2,053 "
2013-12-19,"-1,766 ","1,030 ",841 
2013-12-18,"-1,285 ","-1,336 ","2,652 "
2013-12-17,-771 ,484 ,945 
2013-12-16,-266 ,-635 ,864 
2013-12-13,"1,001 ","-2,705 ","5,283 "
2013-12-12,"3,046 ","-6,128 ","5,932 "
2013-12-11,"1,089 ","-2,076 ",908 
2013-12-10,-30 ,"-1,207 ","1,114 "
2013-12-09,"-1,657 ",681 ,808 
2013-12-06,301 ,-814 ,407 
2013-12-05,"2,581 ","-3,368 ",535 
2013-12-04,"2,985 ","-3,366 ","1,611 "
2013-12-03,"2,249 ",-532 ,"-1,684 "
2013-12-02,"1,772 ",528 ,"-2,250 "
2013-11-29,-527 ,903 ,-490 
2013-11-28,"-4,176 ","1,607 ","2,692 "
2013-11-27,"-1,010 ",419 ,"1,073 "
2013-11-26,-361 ,99 ,202 
2013-11-25,"-1,438 ",863 ,740 
2013-11-22,-834 ,-261 ,"1,046 "
2013-11-21,"2,551 ","-2,283 ",-561 
2013-11-20,"1,004 ",872 ,"-1,074 "
2013-11-19,"-3,679 ","2,458 ","1,355 "
2013-11-18,-453 ,-133 ,612 
2013-11-15,"-2,432 ",585 ,"1,864 "
2013-11-14,"1,494 ",-657 ,-867 
2013-11-13,"2,319 ","-1,852 ",-539 
2013-11-12,-388 ,-101 ,401 
2013-11-11,915 ,-652 ,-94 
2013-11-08,"2,079 ","-2,698 ",902 
2013-11-07,"1,765 ",-568 ,"-1,160 "
2013-11-06,"1,128 ",-113 ,"-1,065 "
2013-11-05,"1,992 ",-391 ,"-1,514 "
2013-11-04,"1,520 ","-1,804 ",349 
2013-11-01,-889 ,"1,726 ",-774 
2013-10-31,"2,405 ",-246 ,"-2,289 "
2013-10-30,-820 ,"1,473 ",-672 
2013-10-29,-334 ,"1,233 ",-910 
2013-10-28,"-1,059 ","1,163 ",-316 
2013-10-25,"1,775 ",117 ,"-1,799 "
2013-10-24,237 ,"1,196 ","-1,490 "
2013-10-23,"1,279 ","5,922 ","-7,178 "
2013-10-22,"-1,314 ","1,537 ",-67 
2013-10-21,147 ,"1,921 ","-2,019 "
2013-10-18,"-1,276 ","3,069 ","-1,628 "
2013-10-17,-318 ,"2,910 ","-2,328 "
2013-10-16,-403 ,"2,010 ","-1,381 "
2013-10-15,"-1,843 ","3,218 ",-692 
2013-10-14,570 ,"1,956 ","-2,439 "
2013-10-11,"-2,750 ","2,802 ","1,295 "
2013-10-10,"1,586 ","1,614 ","-3,106 "
2013-10-08,270 ,"4,421 ","-4,309 "
2013-10-07,-449 ,"2,260 ","-1,632 "
2013-10-04,"-1,522 ","4,214 ","-2,478 "
2013-10-02,210 ,"2,242 ","-2,267 "
2013-10-01,"-1,480 ","1,870 ",-274 
2013-09-30,37 ,"1,143 ",-855 
2013-09-27,-936 ,"2,227 ","-1,257 "
2013-09-26,"-1,171 ","2,102 ",-967 
2013-09-25,"1,168 ","2,390 ","-3,304 "
2013-09-24,442 ,747 ,"-1,035 "
2013-09-23,-441 ,"3,142 ","-2,701 "
2013-09-17,-783 ,"3,913 ","-3,200 "
2013-09-16,"-2,863 ","5,080 ","-2,043 "
2013-09-13,-123 ,"4,121 ","-3,739 "
2013-09-12,"-3,554 ","14,279 ","-10,314 "
2013-09-11,"-3,443 ","6,897 ","-3,333 "
2013-09-10,"-4,508 ","7,822 ","-3,040 "
2013-09-09,"-4,136 ","5,637 ","-1,220 "
2013-09-06,"-2,383 ","4,991 ","-2,290 "
2013-09-05,"-3,752 ","5,141 ","-1,137 "
2013-09-04,-771 ,"2,590 ","1,287 "
2013-09-03,"-2,895 ","2,523 ",461 
2013-09-02,"-1,291 ",809 ,432 
2013-08-30,"-4,386 ","5,054 ",-550 
2013-08-29,"-5,147 ","4,626 ",622 
2013-08-28,"-1,897 ","1,334 ",736 
2013-08-27,"-1,708 ","1,111 ",560 
2013-08-26,"-2,008 ","1,838 ",387 
2013-08-23,-543 ,"1,180 ",-574 
2013-08-22,465 ,-959 ,512 
2013-08-21,709 ,"-1,401 ",814 
2013-08-20,29 ,"2,998 ","-2,969 "
2013-08-19,659 ,"1,287 ","-1,965 "
2013-08-16,"-1,945 ","2,180 ",-95 
2013-08-14,"-3,234 ","3,527 ",-308 
2013-08-13,"-3,110 ","1,654 ","1,416 "
2013-08-12,-407 ,-600 ,961 
2013-08-09,462 ,-508 ,-42 
2013-08-08,363 ,"-1,656 ","1,207 "
2013-08-07,"2,047 ","-1,298 ",-706 
2013-08-06,467 ,"-1,522 ","1,069 "
2013-08-05,35 ,880 ,-934 
2013-08-02,-507 ,781 ,-251 
2013-08-01,-524 ,621 ,-112 
2013-07-31,"-1,112 ",121 ,"1,026 "
2013-07-30,"-3,149 ",962 ,"2,375 "
2013-07-29,529 ,815 ,"-1,366 "
2013-07-26,-969 ,"2,084 ","-1,114 "
2013-07-25,-786 ,"1,592 ",-734 
2013-07-24,"-2,023 ","1,888 ",178 
2013-07-23,"-3,322 ","3,121 ",304 
2013-07-22,"-1,516 ",221 ,"1,439 "
2013-07-19,242 ,"-1,072 ",700 
2013-07-18,"1,152 ","-1,094 ",-38 
2013-07-17,"-3,572 ","1,311 ","2,301 "
2013-07-16,694 ,318 ,"-1,032 "
2013-07-15,-628 ,"1,119 ",-392 
2013-07-12,57 ,"1,408 ","-1,499 "
2013-07-11,"-5,736 ","2,900 ","2,835 "
2013-07-10,397 ,-380 ,38 
2013-07-09,-553 ,-885 ,"1,401 "
2013-07-08,317 ,"-1,914 ","1,545 "
2013-07-05,"2,424 ","-1,438 ","-1,025 "
2013-07-04,15 ,-775 ,780 
2013-07-03,"2,706 ","-2,339 ",-335 
2013-07-02,-607 ,465 ,196 
2013-07-01,713 ,-444 ,-656 
2013-06-28,"-3,585 ","4,908 ","-1,249 "
2013-06-27,-579 ,"1,147 ",-699 
2013-06-26,"1,973 ","-2,118 ",211 
2013-06-25,-952 ,"-1,349 ","2,123 "
2013-06-24,"1,461 ","-2,431 ",939 
2013-06-21,"1,033 ","-8,009 ","7,008 "
2013-06-20,"2,259 ","-4,562 ","2,328 "
2013-06-19,"1,203 ","-1,254 ",80 
2013-06-18,-462 ,"-1,506 ","1,946 "
2013-06-17,-623 ,-618 ,"1,259 "
2013-06-14,-85 ,"-3,706 ","3,726 "
2013-06-13,"4,473 ","-9,536 ","4,874 "
2013-06-12,"1,898 ","-4,189 ","2,260 "
2013-06-11,"3,230 ","-5,704 ","2,477 "
2013-06-10,"1,996 ","-3,248 ","1,228 "
2013-06-07,"5,617 ","-9,281 ","3,479 "
2013-06-05,728 ,297 ,-893 
2013-06-04,-437 ,"1,284 ",-869 
2013-06-03,663 ,-81 ,-556 
2013-05-31,"-2,067 ","1,867 ",182 
2013-05-30,"-2,235 ","3,912 ","-1,579 "
2013-05-29,"-2,896 ","3,863 ",-665 
2013-05-28,-400 ,-556 ,993 
2013-05-27,"-1,399 ",440 ,992 
2013-05-24,823 ,-852 ,61 
2013-05-23,"2,056 ",-54 ,"-1,979 "
2013-05-22,"-2,310 ","1,296 ","1,147 "
2013-05-21,104 ,643 ,-700 
2013-05-20,560 ,903 ,"-1,405 "
2013-05-16,"-4,650 ","3,047 ","1,687 "
2013-05-15,-450 ,-392 ,892 
2013-05-14,"-2,926 ","1,611 ","1,236 "
2013-05-13,571 ,-884 ,432 
2013-05-10,"4,145 ","-1,588 ","-2,561 "
2013-05-09,"-3,218 ","1,403 ","1,825 "
2013-05-08,"1,827 ","-2,676 ","1,264 "
2013-05-07,"1,546 ","-2,502 ","1,074 "
2013-05-06,"1,005 ",-588 ,-272 
2013-05-03,-965 ,-375 ,"1,410 "
2013-05-02,"1,383 ",-871 ,-331 
2013-04-30,"-3,567 ",315 ,"4,034 "
2013-04-29,145 ,"-1,793 ","1,575 "
2013-04-26,417 ,"-1,248 ",857 
2013-04-25,"-1,500 ",509 ,855 
2013-04-24,"-1,384 ",-214 ,"1,352 "
2013-04-23,562 ,"-1,180 ",369 
2013-04-22,-127 ,-86 ,198 
2013-04-19,765 ,"-2,338 ","1,570 "
2013-04-18,"2,630 ","-2,355 ",-373 
2013-04-17,"1,059 ","-2,078 ","1,103 "
2013-04-16,"1,299 ","-2,407 ","1,072 "
2013-04-15,"1,780 ","-1,179 ",-630 
2013-04-12,"2,958 ",-418 ,"-2,354 "
2013-04-11,-127 ,"2,614 ","-2,179 "
2013-04-10,-114 ,512 ,-427 
2013-04-09,"-1,123 ",-782 ,"1,999 "
2013-04-08,444 ,"-3,668 ","3,534 "
2013-04-05,"2,888 ","-6,804 ","3,861 "
2013-04-04,-278 ,"-4,679 ","4,924 "
2013-04-03,-46 ,"-2,190 ","2,303 "
2013-04-02,"1,333 ",327 ,"-1,631 "
2013-04-01,553 ,-573 ,37 
2013-03-29,"-2,811 ","1,353 ","1,595 "
